@relation comments
@attribute content string
@attribute result {-10,0,10}
@data
'anarxoaplute  sumfwnw mazi sou  trikumia en kraniw se epiase  otan emathes pws uparxoun ki anatomila stoixeia pou na anoikseis kai kana vivlio anatomias ekei provlepw na sou erxetai tamplas axaxaxaxaxa  kalutera na masas ton sano sou  loipon  para na milas allh fora  tou fanhke ekswpragmatikos o oros peri proswpikou kraniou  pou na tou lega kai gia ta osta tou tholou tou kraniou pou sunenwnontai me rafes tha sto  pw sth glwssa sou  upanaptukte sto kefali sou exeis skata',10
'@akispnd file den gamietai h xrysh aygh se gamaei h xrysh aygh exei mia mikrh diafora to  ena me to allo  akispnd episis exw paratirisei pws otan blepete xrisaygith allazete dromo giati den fantazomai na fobaste  poustides anarxo-aplitoi',10
'oi stixoi mou thymhzoun thn thewria toy anarxoxristianismou  einai arketa swstoi eidika afou proerxontai apo enan xoro synthritiko san  thn ekklhsia',10
'den eimai anarxokommouni mikre xatziabati  ase pou den exeis idea  ti einai anarxokommounismos  anyway ante ton poulo twra aggramato provato ths xrushs pordhs',10
'a emena auta ta asteia pou kanei o poutsas69 den mou aresoun  einai se3istika nekrofila kai nomizw re file oti einai k ligo fasistas o tupos mallon 8a xei faei  polla souvlakia k autos k 8a megalwse h trixwth ellhnikh pswlh tou mporei na gamhse katala8ws th mana tou afou th skotwse prwta k apo ta psuxologika na gine fasistas mporei na pasalivetai me tzatziki k na travaei malakia me fantasiwseis tou tupou na tn gamoun anarxoplousiopaida  re file dn 3erw pantws sigoura einai vrwmiarhs k koutos',-10
'eisai lathos  o anarxismos den pistevei stin uparksi twn sunorwn  ki o  mao htan diktatoras kai oxi aristeros  ax re gamwto stamata tis ethnikistikes mpourdes  ton eauto sou dlitiriazeis',-10
'gamw to mouni pou se glistrage tha xarw kai egw polu na se sunantisw apo konta gamimeno paidi tou sumoritopolemou gia na se steilw  nosokomeio afou prwta tha exw psoloxuseu sto stomataki sou malaka kai mpatsos tha ginomouna mono k mono gia na steilw esena kai kati alla floropaida-plousiopaida na sunantisoun ton alexh xaxaxxaxaaxaxaxa xereis esy malaka skata ston tafo kathe anarxoaplitou',10
'ne exei  gamisi tosous aplitous  milounia',10
'pes ta re file  edw den pairnoun oi  metanastes sunta3h 8a pairnoun oi la8rometanastes',10
'kala re koukouedes eseis tha mas trelanete teleiws o koumounismos tis rwssias den htan ethnikistikos kai diktatorikos pws ginete na stirizete eseis tous lathrometanastes kai oxi metanastes opws  tous apokaleite',10
'eida sto kanali sou oti eisai gay  giauto sou aresei to video  trava na pareis kamia pipa  apo to gamisi pou exo riksei stin poutana tin mana sou  tis exo petaksei tin kolotripida ekso kai mou exei pasalipsei ton poutso me skata  ela na mou glipseis to kavli na ta kathariseis  o pateras sou gamiotane me tous pakistanous sta kafenia kai apo to gamisei pou etroge ton trexate sta epigonta na tou rapsete ton pato  esu  kaneis to idio se kseskizoun oi lathrometanastes partouziara',10
'eyxaristw gia ta kala sas logia kyrie frapdigo  to kommati vrisketai idi sto top20 ethnikistikwn  hit kai exei idi kseperasei ta  eyzonakia  kai to  tha rtheis san astrapi  epithesi',10
'file tripolisdjgts mallon exeis berdepsei ton ethnismo me ton ethnikismo einai diaforetikes ennoies filarako mou  ma8e loipon ti simenei to kathena kai ti eisai tlk gt  sta logia xero para pollus e8nikistes  kukuloforus  gamiades  rappers k dn simazevetai',-10
'mi xanapiasete sto stoma sas ton ari  pou itan komounistis anarxofasistoasfalites stis meres tou sas gamouse ti mana',-10
'afto theloun kai oi fasistes na tous fovasai  an aftoi aftoprosdiorizontai ws ethnikistes  egw aftoprosdiorizomai ws anthrwpos kai de  bainw se stratopaida  gia afto kai de fovamai kanena asyneidhto ypanthrwpo apo opou k an proerxetai  kalytera nekros para fovismenos k doulos',-10
'exete gamithoi oloi  ethnikistis eimai kairos na enothoyme oloi gt eimaste oloi remalia kai chaotikoi allios paizoyme to paixnidi toys  den pisteyw oti eimai poly diaforetikos apo ton aristero i ton anarxiko  apla mas bazoyn na skotonomaste  enosi na gamisoyem tin skato koinonia kaitoys royfianoys (mpatsoys kai royfianakia toys apo oles tis paratakseis)  bgalte epiteloys ta skata apo to kefali sas oloi sas oi kolimenoi malakes apo pantoy eseis mas exete gamisei  punkides kai metalades vs oloys',-10
'aderfopoihsh exete me ton ofh paoktzh k ase ta dika sou twra notos k vorras  gamietai o peiraias lete pareoula me tous ofitzides giauto ase ta dika sou crobari grobari  karfi den mou kaigetai tsakale oti tous exete kanei rompa  k den tous vlepw na ksanarxontai meta tis khdeies pou exoune pathei me esas dento sxoliases omws tsakale antikeimenike lew egw twra',0
'distixos apo tous 55 0 ante oi 1 0 na einai oi swstoi  dustixos  giati blepeis agramatous  vismata  blaxous  fasistes (oxi mono e8nikistes alla kai apo tous allous) kai min ksexname ta atoma me psuxologika opos ton treloduffy pou pirobolise ton aleksi  emena  prosopika 9 10 fwres  me exoun stamatisei swstoi mpatsoi  alla mia fwra eixe skalosi enas kai h8ele na me trabiksi kai mou to elege kai sti mouri mou  kati 8a brw na se paw mesa an uparxoun tetioi oi kaloi de fenonte',-10
'olokliro spiti tou gremisan tou alou olokliri xirovomvida ipe oti riksan sto spiti k dn exi gratsounia theli n mas pei eg lew apo ts lathrometanastes p kounagan  simeoules sto pasok th ine',10
'den perimena na iparxei enas  ellinas  pou na 8elei  na ksanadei tin sbastiga stin akropoli  eimaste ellhnes  e8nikistes oxi nazi',10
'koryfaios tzimhs pou o aisxrotatos laikisths lazopoulos  xrhsimopoiei gia to filolaiko tou profil  skatiarh lazopoule ta pernas kala me tontsampa magka tsipra xwris tsipa kai thn la8romenasteutikh die8nh  skatiarh 8a se parei ki esena h mpala  sixama lazopoule',10
'o ethnikismos den kitai politikes ideologies h parataksis etnikistis mpori kalesta na vriskete kai sto kke sti nd h sto pasok an ergazete gia to kalo tou ethnous tou vazontas to egw tou diladi tis prosopikes tou filodoksies se deyteri mira ti alo mpori na  einai para enas ethnikistis ti to kako',10
'file o tropos pou les me tin prasini karta  kai me elliniko diavatirio malista  to exoun kanei kai to pasok kai i nd (mistika) alla distixos den epiase me to pou ftanan se kseno aerodromio ston elenxo tous katalavenan kai tous girizan pisw stin ellada sto lew spathi afto giati menw germania kai etixe sto idio aeroplano na uparxoun lathrometanastes apo ellada pros germania tous silavan amesos k ap oti akousa oi europeoi eriksan kazia se nd kai pasok na min to prospathisoun pali',10
'otan 8elis to kalo tis xoras sou kai ton sinpoliton sou se lene ethnikisti  einai kalitera na min eisai kai na anexese ola ta kakos  kamomena nai lipon ethnikismos i moni lisi gia to kalo tis elladas',10
'to na menume idioi einai xazomara paidia  oso megalwnume alazume  ean menume stis idies idees mono kai mono apo peisma oti aftes einai swstes de mas kanei kalo prepei na pistevume sti logiki kai na mi fanatizomaste me kati egw den eimai ute anarxikos oute e8nikistis xerw omws pws ama xreiastei na polemisw gia to spiti mu kai  gia tin oikogeneia mu 8a to kanw  xekoliste pia apo tis malakies pou sas pasarei to ka8e komma i crew ma8ete na skefteste kai valte ta ola se logiki seira',10
'ti narkwtika perneis re file poios amerikanos k poios germanos tha mpei stin ellada paranoma k epeidi perasane duskola prepei emeis na tous taisoume gia pane na mpeis paranoma stin ameriki i stin germania k tha se petaksoun eksw me tis klotsies  ante o kathe karagiozis to exei kanei karamela me tous kaimenous tous lathrometanastes  an tous agapate toso polu parte tous sta spitia sas k taiste tous na min plirwnoume emeis  den exw  kati me tous ksenous alla den einai provlima mou an perasane duskol',10
'aplitos  eisai bastarde',10
'siga min eitan o diogenis  prezakias san auton ton  aplito  koumounoanarxiko kitso traba na kaneis  tsek up se kobo  na exeis pathei kana  egkefaliko',10
'auth h pipa pou legetai stratos omws  xeiragwgeitai apo tourkous politikous pou o laos tous tous pshfizei kai nai na miseis tous tourkous gt apo propagandismena biblia 8eloun to xamo ths xwras sou enas enas dn einai ex8res 200 xronwnpote h tourkia dn apodexthke oti h ellada dn ths anhkei pia kai oti p x to aigaio dn einai diko tous kai an 8es pes me ratsisth  i stenomualo alla oute e8nikisths eimai  oute xrusaugiths apla 3erw to kinduno pou diatrexei th xwra mou ka8hmerina apo 1o xeri',10
'kala re koukouedes eseis tha mas trelanete teleiws o koumounismos tis rwssias den htan ethnikistikos kai diktatorikos pws ginete na stirizete eseis tous lathrometanastes kai oxi metanastes opws  tous apokaleite',10
'gamieste esy kai to komma soy eimai ellhnas nearos filodoksos kai ante travikste malakia giati amfivalw ama exete gamithei kai den exeis dikaioma na vrizeis thn  oikogenia moy mounopano servo-valkano-rwsso-toyrkika arxidia poy thelete na eisaste kai ellhnes krish taytothtas exete pathei kai sas gamane lathrometanastes gia afto menete akoma sthn ellada poutanoskyla',10
'to magazaki pou spane ta palikaria einai enas skatokafenes pou  skane ola ta aplita sta exarxeia kala kanane k to spasane eprepe na tou baloun kai fwtia gia na teleiwnoume me afth thn mpoxa',10
'fenete ti komounistopoustario eisai apo ta sxolia pou exis kanei kai se alla  video na kserete oti tha exete tin idia tixi me to vromera lathrooug tin protia tin ekane o pitsirikas pou katharise ton vromotourkalvano tha sas katharisoume olous gamiolides',10
'ta ellinika mat einai ta kalitera ston kosmo  opos lene xenoi astinomikoi pote den kanoun piso kai boroun na katharisoun thn athina se 1 ora apo tous anarxofasistes kai aristerofasistes  as opsode oi prodotes politikoi pou ipostirizoun tous aplitous',10
'poutanas gie mpeni alitara skatoxontre pou esi kai o jeffry mou trote 3xiliades euro spania psaria kai o kosmakis exo aytoktoni kai petheni  apo tin pina  ena sas leo yparxi theos kai akomi kai na min yparxi yparxoune ellines ethnikistes me arxidia oso ta kefalia sas kai tha sas gamisoune  pare to lear jet kai dromo tora pou mporis alios aurio methaurio kanis den tha mpori na egiithi tin asfalia tin dikia sou kai tis sapio oikogenias sou pou me ta lefta tou laou esis kalopernate kai ali psofa',10
'gamietai o super  3  aplite',10
'ta 8riskeftika an ta ktargisoun to mono provlima ine oti  dn 8a exoume 2 ores xekourasis tin vdomada i katargisi ton pa8itikon parelaseon ine ta teleftea 60 xronia kai ine dimiourgima ton xoudikon gia tromokratisoun ton kosmo nomimopisi la8rometanaston megalitero dinamiko kai ara esoda sto kratos to ido me tin mionotita ton tourkon  kai telos an paroun to onoma makedonia ti 8a pa8is',10
'egw sou eipa ela  (esy)  na mas ta peis apo konta  epeidh vlepw oti exeis mia epithetikothta enantion twn ethnikistwn  twra auta peri nazi kai fasistwn sta epistrefw emeis theloume apla na fygoun osoi mphkan paranoma sthn ellada kai na timwrhthoun  oi prodotes politikoi',10
'to problhma ths xwras einai h egklhmatikothta k an mh t allo to 95  toulaxiston ofeiletai se metanastes  (la8raious h oxi) proswpikh m apopsh einai auto an k dn 8elw akrothtes k pisteuw oti eimaste politismenos laos k mono etsi 8a lu8oun ta problhmata dystyxws prepei na proxwrhsoume se akraia metra se o ti afora to la8rometanasteutiko 8a mou peis gti sta lew ola auta  to antarsya gnwrizeis polu kala oti einai anti8eto se ola  auta',10
'gama th mana sou  poutanas gennhma  pou tha vriseis ta theia  gia na mhn erthw kai sth gamhsw egw  phres to onoma  (mpastardopoulos) phres kai th xarh  (bastardos)  apo o ti vlepw trava na parelaseis se kanena gay parade  anuparkte  ki ase ta paramuthia pou les  exeis idea ti epirroh exei h xa sta pitsirikia  anarxokom-mouni  exeis ki esu exei piasei panikos polla nevra diakrinw  ws aporroia tou panikou sou autoktona omadika me tous suntrofous sou  afou den antexete thn  ethnikistikh anodo',10
'ti ancient albania re aplite alvane mathame ena ancient tora kai to leme sinexia  ti skata arxaio exete dld oloi apo arxaious katagomaste alla to thema einai na exoun dimiourgisei kai kati oi arxaioi progonoi sou eftixos gia mas dimiourgisan dystyxos gia sas aplitoi eisastan  aplitoi minate',10
'o mixaloliakos den eimai kai e3 aftou den mporo na paro 8esi 1-1 giati to giati kai pos graftikan afta pou graftikan apo ekei kai pera logiko einai enas ekprosopos mias e8nikistikis omadas na 8avmazei ton hitler gia ton e3is aploustato logo  o hitler itan enas an8ropos tou laou kai metetrepse tin xora tou se viomixaniki kai stratiotiki iperdinami  (texnologika epitevgamata tis opias akomi den exei kamia xora 3eperasei se polou tomeis)  paralamvanontas sxedon xaos logo tou  (sinexizo se  2o post )',10
'mori pakistana tou notou sou gamao tin oikogeneia mori poustra  gurna piso stin athina na deis ti exo kanei sto lipsano  tin mana sou ekei omos pernas kala ston peirea sou skizoun ton kolo oipakistanoilathrometanastes psofa mori lougra',10
'ti xamena kormia mori maimou tis kinas zeis sta  spitia tous k tous les aplitous kai lexrites poios eisai esi pou tous apoklieis apo to na theloun mellon re kirie gamate se poia apo tis parapano katigories p ekraksan ta palikaria anoikeis kai se thiksane p s  na ksereis oti ta korposkila einai poli pio pista apoti o anthropos karagkiozi kalovolepsakia',10
'parolo pou gnorizeis ta egklimata ton kommounistwn enantiwn twn aderfwn sou stirizeis kke  mprabo  ta ikonomika tou kommatos ta kseris alla mono auta pou sou epitrepoun na kseris  an to kke endiaferontane gia tous ellhnes tha frontize prota gi autous kai den tha tou fortote akatontades xiliades lathrometanastes pou tou rixnoun to mistho  an to kke endiaferotan gia tous ftoxous tha edine kati apo ta lefta pou exei stous ftoxous san  kalw paradigma',10
'@r21ag1 oi nazi mporoun na skoupisoun to kwlo tous alla egw san e8nikisths dn shmainei pws eimai kai nazi 3erw pws polloi apo emas tous e8nikistes dn 3eroun ti einai lene  sieg heil kai ta loipa den anhkw s aytous san esena p opws katalabainw dn anhkeis s autous spaste ta ola klp',10
'oxi file mou  o e8nikisths k o 8enisths einai to idio prama  k gw paliotera ekana ton diaxwrismo alla to melethsa kalytera mexri k o palamas to leei k o ion dragoumhs k ena swro alloi patriwtes se kamia xwra sthn opoia yphr3e e8nikh kyvernish den yphr3e mizeria  to  anti8eto  anapty3h k eumhmeria  vlepe germania 1933-1939  an epimeneis ston kommounismo eisai apla apanr8wpos',10
'oxi den ta mpleksame  kani aristeri politiki propaganda gi auto kai ton katigoroume  mas apokalei olous ratsistes epidi leme oti einai polu oi lathrometanastes sthn ellada kai zitama posostosi  eno autos den dexete na pari oute enan lathreo mesa sthn bilara tou  mas brizei  milaei xidea parolou pou gnorizei oti ton blepoun kai paidia kai diestreblonei istorika gegonota kai ola auta kato apo thn omprela tis satiras',10
'sosti leksi  lathrometanastes mporoun na girisoun me to programa epanapatrismou  (8 10 lathrometanastes einai apo sous efigan) 1  ksepoulame olous tous porous tis elladas  (apokratikopiisis) ellada telos  2  feroume lathrometanastes gia ftina xeria  telos kai oi ellinides kai oi ellines kai afou kai esei blepei to ti kanoun gia ti brizis tin xrisi avgi pou oute  theloi tis apokratikopiisis oute theloi tous lathrometanastes',10
'to aditheto pnixte tus lathrometanastes prin  exaplwthune ke xathei to elliniko ethnos',10
'haha  pote ston aiwna ton apanta de paizei na beltiw8oun oi sxeseis mas  xwris e8nikistikh dia8esi apo pleuras mou  exoume na kanoume me enan geitona o opoios diaxronika  asxeta me tis politikes anakatatakseis sto eswteriko tou  akolou8ei pista mia stratigiki  metatropis tis xwras tou se mia periferiaki  yperdunami me geitones xwres doruforous-san tin alote o8omaniki autokratoria- h ellada fusika prepei na anoikei se autes fusika- kurio oplo tous einai eksontoktikoi (gia emas)',10
'na  do ti 8a kanis otan se kinigane autoi sto sintagma aplite',10
'gamo tin alavania kai tou lathrometanastes ellas kypros  enosi',10
'pospo anaphros paizei na eisai gia na mi blepeis ti ginetai gurw sou pane sto kentro tis athinas na se maxairwsoun phstepsoun kai frontise na pas mazi me ti mana sou mazi gia na ti biasoun kai mi mou peis oti den eimaste anthrwpistes epeidh de goustaroume lathrometanastes anthrwpistes eimaste alla otan blepoume katastaseis pakistan pou mexri kai noshmata mporeis na kolhseis sto kentro ths athinas kai de kanoume tipota auto legete fasismos enantion  twn ellhnwn katalabes karagkiozh',10
'fatsa anarxo aplitou pou den goustarei metanastes  e nai iparxoun kai aytoi mesa stis sinistoses',10
'mhlate esus gia epanastash re aplita zwa katse na viasi thn mana sou afganos na doume ti epanastash 9a kaneis esu kariolh sfazoun mera para mera ellhnes stous dromous kai vgainete kai lete tis sunh9ismenes mlkies sas ah gamisou re sapie',10
'gia ton filo pou leei gia ton  teliko elpizw na pire tin apantisi tou paniwnioi etsi na tragoudate re re ry8mous tou ari paokia apofasiste ti omada eiste aplitoi',10
'gamo to mouni ths manas sou araph mpastarde enw genika me tous maurous den exw 8ema giati einai apo tous pio swstous la8rometanastes pou exoume giati upoti8etai einai ligotero epikindunoi kati tetoies stigmes 8elw  na plunw ta xeria mou se sapounia apo esas arreia fylh moynopana',10
'floroii emo m xwnete tn fratza meca ctn mapa  gia na flepecte gt icte can tn po0tco m aplitoi',10
'zhtw o adolfos zhtw to fasistiko kthnos opou to 1941- 44 eklepse  esfakse  ektelese  lehlathse  ekapse kai katapathse thn gh twn progonwn mas zhtw kai se esena pou autoapokaleisai xitlerikh neolaia kai ton doksazeis pou ftasame oi ellhnes  pou gia na 9aumazoume tous progonous mas prepei na eimaste nazistes h ethnikistes oxi re  egw eimai ellhnas perhfanos kai agapw tous progonous mou  xwris na eimai fanatismenos oute na misw tous metanastes  auto tha pei ellhnas',10
'esy gt petagesai san tin pordi tou kokora koultouriara an den einai provlima oi lathrometanastes ksaderfe tou stalin gt den  perneis enan spiti s re noumero',10
'ti le re file alitheia dld eisai esy ellhnas gamo tin mana sou pote skotwsan lathropithiko giati den milas gia tous pithikous  pou skotwnoun ellhnes e se gamane',10
'tsekouri kai fotia sta tourkika skylia larissa gh  ethnikistiki',10
'an thelete na deite pioi tous eferan stin ellada tous lathrometanastes pigainete ston nomo thrakis na deite ti egklimatikotita ypirxe ekei enantion  ton tourkon otan ithelan oi tourkoi na dioxoun ton elliniko plythismo tis imvrou sto aigaio pelagos ekanan mia anoixti fulaki sto nisi me tourkous fulakismenous na tromokratoun listeoun  viazoun tous ellines tou nisiou se 10 xronia oloi oi ellines fugan apo to nisi kai gurisan stin ellada simera amolisan mesa stin ellada lathrometanastes',10
'katapathsh an8rwpinwn dikaiwmatwn einai to na plhrwneis esu ki egw asfalistikes eisfores  (na mas ta kratane apo tous mis8ous mas)  kai na plhrwnoume 5 euro eisithrio sta nosokomeia  gia na exoun dwrean peri8alpsh oi la8rometanastes pou kanoun paremporio kai den plhrwnoun eisfores  den mas rwthsan kan an theloume na plhrwnoume gia allous  an auto den mporeis na to katanohseis  na katanohseis oti eisai o malakas ths upotheshs  enos kratous  pou de se sevetai  tote eisai doulos',10
'tipota  anarxoaplitoi malakes pou goustaroun panousi',10
'pavlo ellinara ki esi to onoma sou se argo latinika to exeis  kai oi aplitoi me tis koukoules einai to idio to kratos  ki ama aftoi einai poustarades-pou kanoun mia energeia pou mono kalo mporei na kanei stis nees genies oi opoies einai olh mera  mprosta apo enan ypologisti-esi ti skata eisai pou kathese ki asxolise me ta sxolia tou sigkekrimenou ki olas video poulontas kai kala fasismo  ki oute egw exw kamia sxesh me kanena komma kai me kamia ideologia oute aristeri oute deksia @pavloshellas',10
'o adwnis einai st parathiro ws epaggelmatias ethnikistis k tn vgalan epeidi hasame apo tn  tourkia twra min m rwtiseis giati stin ellada afta theorountai logika',10
'paidia mia erotisi  pos diereuse stous anarxikous tis patras oti i astinomia tha kanei efodo ston  kataulismo lathrometanastwn stin patra kai oi anarxikoi itan mazemenoi ekeinin tin ora kai kanan anti-poina kai kala ftaei i sinergasia ton mat me tin xrush augh pistevw',10
'file tripolisdjgts mallon exeis berdepsei ton ethnismo me ton ethnikismo einai diaforetikes ennoies filarako mou  ma8e loipon ti simenei to kathena kai ti eisai tlk gt  sta logia xero para pollus e8nikistes  kukuloforus  gamiades  rappers k dn simazevetai',10
'psema auto file oi albanoi gamisane ta merokammata to ika  kai tis sinthikes ergasias kai oloi oi lathrometanastes genika',10
'osoi vrizetai tous astinomikous to kanete epidei oi manades sas keratwnan tous paterades sas me mpatsous gamame kai anarxikies ama laxei poustrakia aplita  anarxakia',10
'k na egine oi misthoi aftoi me tis perikopes  tha ine oi 2plasioi apo aftous se aristera krati oso g to anarchiko  kinima (siga min mas pis oti ine kinima k ta magazia sto mpournazi)  akoma k sto google an psaksis tha vris toso liga pragmata p 60 malakes ine stin ellada k ehoun gemisi to diadiktio na fantastis defteron allo arnoume tin thitia allo arnoume na pao ston polemo enas ethnikistis mpori na ksehorisi pote o polemos ine dikeos k pote ohi',10
'file ti nomizeis oti dn yparxoun ethnikistes areianoi aplos  aytos einai royfianos gt dn brike kai tous anarxikous paoktsides na milisoun mazi toys kai an einai paok aytoi',10
'ego exo  dei eseis den exete dei to lao mas aplita tis eurovision giati pote den exete er8ei gianena kotopoula ipokatastima',10
'ksipniste re dn blepete pos petheni i ellada re gamoto tha fai o enas ton allon idio aima elliniko iero se merika xronakia tha mas plimirisoun i lathrometanastes i skopia tha mas pari ti makedonia i tourkia tin thraki i albani  tin ipiro ksipniste re',10
'ne ala oi ethnikistes ine pio  ntouvaria ke apo tous anarxes',10
'kala se xo kanei poutana kopela mou xisia sto mouni tis mana sou rixnoun oi lathrometanastes kai to goustarei i kologria  o patera sou ton pairnei apo alvanous ergates kai tou  kseskizoun tin kolotripida gamo to poustosogo sou kopela mou',10
'vale ton eauto sou sth thesh twn goniwn ths kai meta ksanasxoliase se oles tis xwres uparxoun dolofonoi to thema einai omws oti gia  tous lathrometanastes h analogia einai polu megaluterh kai logiko einai',10
'ap ton tropo pou grafeis esi mallon den eisai ellinas  ki emena o pateras mou itane 12 xronia stin germania ala itane nomimos kai oxi opos esas lathrometanastis  stin germania gia paradigma einai 50 miria kosmos kai exoun 5 miria metanastes stin ellada omos eimaste 10 miria kosmos kai exoume 5 miria lathrometanastes sou fenete logiko  na itane analogika to 5  tou plithismou na po entaksei edo tora den zoume emeis oi idioi tha zisoume kai alous  gia deite  kai afto - watch v z40rvd2ic-e',10
'ferte kai allous lathrometastes  re malakes kommounistes ferte kai allous na parei i xrusi augi 30  stis epomenes ekloges',10
'1 27  dn leei aplitos leei kafros -p',10
'agramate den eimai fanatismenos psihakias ethnikisths eimai ton patriotismo moy den ton vgazw sto sygekrimeno video mono den exw kanei kariera sthn tourkia eimai pontios rwmios 5 genias oi propappoydes mou itane ekei kai pigenw kai vlepw 15 aygoustou ta meroi  pou mas peirane oi mogoloi megalosa kai genithika makedonia',10
'an wgi autos  aristeros prothipourgos kaike h gouna mas tha nomimopoihsei aderfes lathrometanastes moamethanous kai olla ta alla apobrasmata  tis ellados tha poulisi to onoma makedonia kai to aigeo tha gyni tourkiko o theos na mas filaksi apo ena tsipra kai kathe aristero koproskylo',10
'den einai e8nikothtas to 8ema loipon alla nomiko opote  to la8rometanastria klp den  exoun na kanoun',10
'ti leei re o mpoulis  ti marka narkotika  pire prin bgei bgaltin koukoula re aplite',10
'einai kai kati lathrometanastes pou pidane gunekes stin patra 0xa0x0a0x0a0 x0a0xa00 m aresei pou tous milah se olous ston eniko a0x0a0xax0a0',10
'den eimai aristeros den eimai kommounistis an auto thes na matheis  den  tha ipostiriza pote enakomma pou thewrei tonstalin irwa  kai o stalin einai eklimatias kai o papadopoulos kai o hitler episis  kai sta xnaria aytwn kai oi xrisaygites pou kathe mera ksilokopoun kai maxairwnoun metanastes  pou malista den tous thewroun anthrwpous  to provlima tis lathrometanasteysis kai tis egklimatikotitas den linetai me ti via kai ta egklimata twn xaygitwn',10
'79thomas791 tis mana s to mouni re poutanas gie albane mounopano na pas na gamitheis sto limani m tin mana s brwmiari aplite bastardia kai flwroi mia zwi mayri poutsa sto stoma  sas mia zah tha exete',10
'mori tourkala tou vora sou gamao tin oikogeneia mori poustra  gurna piso stin ellada na deis ti exo kanei sto lipsano tin mana  sou ekei omos pernas kala stin ameriki sou skizoun ton kolo oi mexicanoi lathrometanastes psofa mori lougra',10
'se exei faei h eksupnada esena  an epikroteis tous lathrometanastes pou poloi apo autous exoun kanei egklimata ti na  pw  isws prepei na sou tuxei kati gia na baleis mialo alla kserw ti tha kaneis twra pou sinithws kanete kati tupakia san esena me tetoia binteo tha me apokleiseis apo ta sxolia alla egw i love olous',10
'to 8ema den einai na skotosoume tous la8rometanastes kai tous prezakides  to 8ema einai na tous dio3oume  alla  prota apolla prepei na ginei kati me ta sunora pou mpenounovgainoun anetoi  den eimai ratsisths kai oute exo kapio provlima me tous nomimous metanastes',10
'oi perisoteroi lathrometanastes einai albanoi kai malista den mas xoneboun katholou kai to dixnoun auto kathimerina  kommounismo den ixan sthn albania  ides pos kateliksan oles oi proin kommounistikes xwres fisika kai den ftene mono oi lathreoi metanastes emeis exoume tin kiria afthini pou den sizitame oute kan gia posostosh me apotelesma na kindineboume na ginoume mionotita sthn xwra mas  ase pou xanoume dusekatomiria euro eksetias ton ekatomirio allodapwn',10
'dhladh exoun gamisei pollous aplitous etc an nai exo na po mpravo an to ekanan  se aplous diadilotes tote theloune ksilo',10
'paideia pou einai to epeisodio pou egine sthn  peiraiws me thn xrysh aygh me ton xylodarmo la8rometanasth',10
'fasistas einai autos pou den dexetai th gnwmh tou allou kai ton kunhgaei mexri 8anatou  auto den kanoun oi anarxokommounes stous akrodeksious  opote  giati den legontai fasistes autoi kai onomazoun tous akrodeksious ws fasistes  h propaganda  omws  ki h karamela kanei party e8nikistes einai kai kala kanoun  den einai provata kai malakes  exoun mualo kai kseroun ti einai swsto kai sumferon tous  perastika sas  anarxidia',10
'kai oi kommounistes alodapous kunigousan stin germaniki katoxi-simera pou exoume pakistaniki katoxi  na min akolouthisoume tin paradosi douleoun oi filoi sou oi dosilogoi lathrometanastes gia 300 euro ton mina  kai oi ellines paketaroun gia germania oraia dimokratia re me  pliri dikaomata stous ellines ergazomenous',10
'o exthros den einai o lathrometanastis alla i paranomi lathrometanasteusi o exthros den einai o dimosios ypalilos alla i paranomi proslipsi xiliadon dimosion o exthros den einai oi plousioi oute oi ftoxoi alla i anarxia kai to chaos  pou epikratei metaxu tous me apotelesma na tin  plironei o laos',10
'kala aplite esois kai ta skoupidia einai dromologimeno pou  8a kataliksete gamw to spiti sas skato antifa an8ellhnika skoulikia',10
'kala twra vlepete ayton kai sigkiniste an autos o antrwpos eixe th dinami na kanei kako tha to  ekane opws kai poiloi alloi omogeneis tou ton vgazounai kai sth thleorasi kai ola ta amerikanakia klaine sa zwa  giati den mas lene poso kako exoun kanei oi omoethnois tou opou exoun paei sthn eyrwpi oi anatolikes fyles pleon exoun kivernisei thn eyrwpi me tous lathrometanastes emeis eimaste apogonoi tis pio katharis filis sto kosmo kai prepei na paranmeinoume etsi',10
'file sorry p tha se stenaxoreso alla se exoun epireasei ta mme opos k se allous polous ellines dn tha sinexizo me politika  se ena tetio oreo tragoudi kati telefteo ksipniste gt se ligo tha mas kiriarxisoun oi alvanei-pakistanoi-boulgaroi to 80  p kleboun stin xora mas eine afti zo se nisi kai t teleftea xronia  exoun arxisei na kleboun spitia k i giagia m mou leei oti spiti den exoun klepsei tosa xronia p zo edo k dn eine tixeo zo mesa stous alvanous lathrometanastes telos',10
'e pare tous  lathrometanastes spiti sou mwri kariola',10
'allodapoi foniades pswfiste twra eseis  eiste ksenoi oxi emeis ethnikistes',10
'nai ka epishs katw h xounta  (pou teleiwse to 74 kai oxi to 73)  katw oi fasistes  (ana8ema an 3ereis tipota genikotera gia ton fasismo kai thn etoimologia ths le3hs)  oxi sthn apelash twn metanastatwn  (la8rometanastes einai aplute kaneis  den exei provlhma me ts metanastes oloi omws me tous la8rometanastes)  zhtw o tsipras  (o ekpaideuths afentiko s kai poimenas sou)  aplute flwre',10
'oi ellines stin ameriki pernagan kai apo exetasi sta dontia pote den kanan mazikes eisboles oi lahtrometanastes  xrisimopoiounte apo  allous  gia na  dialithi i ellada  kai  nai pano apola anthropos kai me ekatomiria lathrometanastes  stin athina den  niotho katholou anthropos  kalinixta',10
